employee_id,age,gender,country,city,education,experience_level,years_experience,job_title,industry,programming_langiage,company_size,remote_type,tools_used,certification,salary_usd,work_hours_per_week,satisfaction_score,promotion_last_2_years
1072,36,Female,Australia,Dianeshire,Masters,Lead,19,Data Analyst,Finance,Python,Small,Hybrid,"Power BI, Python, Pandas",Google Data Analytics,,43,7.1,Yes
1073,49,Male,UK,Karenberg,Bachelors,Entry,2,AI Engineer,Finance,Scala,Large,Hybrid,"NumPy, Spark, Excel",None,58472.0,55,5.2,No
1074,27,Other,India,Davidtown,PhD,Entry,0,AI Engineer,Consulting,SQL,Medium,Hybrid,"Python, Spark, Power BI",Microsoft Power BI,27244.0,55,4.6,Yes
1075,24,Male,UK,Lake Angelafort,PhD,Senior,7,Data Scientist,Retail,R,Large,Remote,"NumPy, Spark, Power BI",Azure Data Engineer,80678.0,45,6.1,Yes
1076,27,Female,Poland,Josephshire,Masters,Lead,15,Business Analyst,Finance,Scala,Large,Remote,"Python, SQL, Excel",Azure Data Engineer,94534.0,60,9.3,Yes
1077,35,Other,USA,Barnesshire,Bachelors,Lead,17,Machine Learning Engineer,Finance,SQL,Large,Hybrid,"TensorFlow, Power BI, PyTorch",IBM Data Science,121210.0,32,8.5,No
1078,30,Male,Canada,Nicoleborough,Masters,Lead,14,Data Engineer,Finance,Scala,Small,Hybrid,"Pandas, SQL, Python",IBM Data Science,82259.0,47,7.5,Yes
1079,40,Other,UK,New Zacharyshire,Bachelors,Mid,3,Data Scientist,EdTech,Python,Medium,Hybrid,"Excel, Pandas, Spark",None,38221.0,55,7.7,No
1080,38,Other,India,South Brian,Bachelors,Lead,17,BI Analyst,Consulting,R,Medium,Hybrid,"Power BI, TensorFlow, Python",Azure Data Engineer,57346.0,53,7.3,Yes
1081,34,Male,Australia,Gomezside,PhD,Senior,8,Data Engineer,E-commerce,SQL,Large,Hybrid,"Pandas, SQL, Python",Microsoft Power BI,79318.0,37,4.9,Yes
1082,37,Female,Australia,Jessicamouth,Bachelors,Lead,20,Data Analyst,Consulting,R,Large,Hybrid,"SQL, Spark, NumPy",Azure Data Engineer,93103.0,31,9.2,Yes
1083,50,Other,Poland,Lake Terrenceberg,Bachelors,Lead,11,Business Analyst,Consulting,Scala,Large,Onsite,"Pandas, Power BI, Tableau",Microsoft Power BI,71162.0,48,7.7,Yes
1084,45,Other,Germany,New Bradley,PhD,Lead,12,AI Engineer,Retail,SQL,Small,Onsite,"PyTorch, TensorFlow, NumPy",None,80364.0,43,6.5,No
1085,37,Other,India,Petersonshire,Masters,Senior,7,Data Engineer,E-commerce,Scala,Large,Remote,"Tableau, SQL, Spark",TensorFlow Developer,58165.0,45,4.7,Yes
1086,55,Other,India,South Timothy,Bachelors,Entry,2,Business Analyst,EdTech,Julia,Large,Hybrid,"Spark, Excel, PyTorch",None,15985.0,30,8.5,No
1087,51,Other,UK,North Alexanderberg,Bachelors,Mid,4,Machine Learning Engineer,Retail,Python,Small,Onsite,"Python, NumPy, TensorFlow",Azure Data Engineer,39448.0,48,4.1,Yes
1088,24,Male,Canada,Clarkfort,Bachelors,Lead,16,Data Engineer,Healthcare,Scala,Small,Onsite,"SQL, PyTorch, Python",None,72552.0,42,6.3,No
1089,55,Male,USA,Port Brendashire,Masters,Lead,18,Data Analyst,EdTech,Python,Large,Remote,"Excel, Python, Tableau",Microsoft Power BI,131737.0,55,8.9,No
1090,33,Male,UK,Kimberlyside,PhD,Mid,4,Data Scientist,E-commerce,R,Small,Hybrid,"Excel, NumPy, Python",None,39860.0,47,9.9,Yes
1091,31,Male,UK,North Shelbyview,PhD,Lead,18,AI Engineer,Retail,Python,Medium,Hybrid,"Excel, TensorFlow, PyTorch",IBM Data Science,127327.0,34,5.1,Yes
1092,52,Other,India,Lake Christina,Masters,Senior,6,BI Analyst,E-commerce,SQL,Small,Remote,"SQL, Pandas, Tableau",IBM Data Science,,44,4.7,Yes
1093,28,Other,UK,East Julieside,Bachelors,Lead,13,Data Scientist,Retail,SQL,Small,Remote,"Pandas, Tableau, Excel",TensorFlow Developer,71064.0,38,5.3,No
1094,44,Male,India,Jacquelinestad,Masters,Senior,6,Data Scientist,Healthcare,R,Large,Hybrid,"Python, Excel, Power BI",TensorFlow Developer,46221.0,47,8.2,Yes
1095,35,Other,UK,Andrewtown,Masters,Entry,2,Data Scientist,SaaS,Julia,Medium,Hybrid,"Pandas, Excel, Python",TensorFlow Developer,44082.0,52,6.4,No
1096,47,Other,Brazil,Richardsonhaven,Bachelors,Lead,12,Machine Learning Engineer,EdTech,R,Medium,Remote,"SQL, Power BI, Excel",Google Data Analytics,47212.0,60,8.8,Yes
1097,26,Male,USA,Jenniferchester,Masters,Mid,5,Analytics Engineer,Finance,Scala,Large,Remote,"NumPy, Pandas, Excel",IBM Data Science,84506.0,40,8.7,No
1098,32,Other,Germany,Harristown,Bachelors,Lead,17,Data Analyst,Gaming,SQL,Small,Onsite,"Excel, Tableau, SQL",IBM Data Science,100011.0,36,5.2,No
1099,50,Male,Brazil,South Derek,PhD,Lead,13,AI Engineer,Gaming,R,Medium,Remote,"Spark, Tableau, SQL",Microsoft Power BI,60816.0,37,6.6,No
1100,51,Other,Canada,Port Markside,Masters,Senior,6,Analytics Engineer,Gaming,SQL,Medium,Remote,"Python, PyTorch, Power BI",Microsoft Power BI,66569.0,47,6.8,No
1101,40,Female,Canada,New David,PhD,Lead,18,Machine Learning Engineer,SaaS,Julia,Large,Hybrid,"NumPy, Spark, Tableau",None,143252.0,53,9.8,No
1102,47,Other,Germany,Bryantshire,Bachelors,Entry,1,Data Scientist,Gaming,Python,Small,Remote,"Power BI, Python, Tableau",Google Data Analytics,36273.0,50,5.4,No
1103,23,Female,Poland,Basston,PhD,Lead,15,Data Analyst,EdTech,Python,Medium,Onsite,"TensorFlow, Tableau, Spark",IBM Data Science,53106.0,36,8.9,No
1104,43,Female,India,Lake Thomasview,Masters,Lead,18,BI Analyst,E-commerce,R,Large,Onsite,"Pandas, Python, SQL",IBM Data Science,91274.0,51,6.2,No
1105,46,Male,Poland,Henryview,Masters,Senior,6,Analytics Engineer,E-commerce,R,Medium,Onsite,"SQL, Pandas, Tableau",TensorFlow Developer,36473.0,60,6.2,No
1106,52,Female,India,West Danielleborough,PhD,Senior,7,Data Scientist,Retail,SQL,Small,Remote,"SQL, Spark, Excel",AWS Certified,46069.0,42,6.0,No
1107,32,Female,Brazil,New Andreafurt,Bachelors,Lead,16,Data Scientist,Finance,Python,Large,Hybrid,"Spark, Power BI, PyTorch",None,62543.0,33,7.2,No
1108,23,Female,Brazil,Joneshaven,PhD,Lead,11,Business Analyst,Finance,Julia,Large,Remote,"Excel, NumPy, PyTorch",TensorFlow Developer,62632.0,30,10.0,Yes
1109,37,Female,Germany,North Judithburgh,Bachelors,Senior,7,Business Analyst,Gaming,Julia,Small,Onsite,"SQL, Power BI, Tableau",IBM Data Science,52392.0,34,8.5,Yes
1110,42,Other,UK,Thomasmouth,PhD,Lead,12,Machine Learning Engineer,EdTech,SQL,Small,Hybrid,"PyTorch, Pandas, Spark",Google Data Analytics,69039.0,43,8.8,Yes
1111,33,Other,Canada,Alexanderfurt,Masters,Mid,5,Machine Learning Engineer,Finance,Julia,Medium,Hybrid,"Pandas, NumPy, Tableau",TensorFlow Developer,58690.0,54,9.2,No
1112,49,Female,USA,Lake Kathleenborough,Bachelors,Mid,3,Business Analyst,EdTech,Python,Small,Onsite,"Power BI, SQL, NumPy",Azure Data Engineer,33970.0,54,5.3,Yes
1113,49,Male,Canada,Westbury,Bachelors,Entry,2,Analytics Engineer,Consulting,R,Small,Remote,"PyTorch, Power BI, NumPy",None,34071.0,44,4.8,No
1114,28,Other,Australia,Stonefort,PhD,Lead,19,Business Analyst,EdTech,Julia,Large,Hybrid,"Excel, Tableau, TensorFlow",Microsoft Power BI,83829.0,35,4.6,No
1115,48,Other,Brazil,Evansshire,PhD,Senior,9,AI Engineer,SaaS,Julia,Small,Remote,"Excel, Spark, PyTorch",IBM Data Science,60530.0,43,4.6,Yes
1116,47,Female,UK,South Destinyhaven,Masters,Lead,12,Business Analyst,Finance,SQL,Small,Hybrid,"TensorFlow, Spark, Pandas",Azure Data Engineer,63350.0,59,5.7,Yes
1117,22,Other,Australia,Murphyberg,Bachelors,Lead,15,Machine Learning Engineer,Retail,Python,Medium,Onsite,"Spark, TensorFlow, Power BI",Microsoft Power BI,78598.0,47,8.8,Yes
1118,49,Female,Germany,Davidfurt,PhD,Senior,9,Data Scientist,EdTech,Python,Small,Hybrid,"Spark, Pandas, NumPy",AWS Certified,70652.0,51,6.2,Yes
1119,40,Other,USA,West Bruce,Masters,Senior,7,AI Engineer,SaaS,SQL,Medium,Remote,"SQL, PyTorch, TensorFlow",TensorFlow Developer,94130.0,37,8.4,No
1120,39,Female,Canada,Austinmouth,PhD,Lead,11,BI Analyst,Healthcare,SQL,Small,Remote,"Pandas, Excel, SQL",Google Data Analytics,69595.0,51,6.9,No
1121,47,Male,Australia,Stonefort,Masters,Lead,19,Analytics Engineer,Healthcare,Python,Small,Remote,"PyTorch, Pandas, Python",TensorFlow Developer,91728.0,47,7.9,Yes
1122,43,Female,Poland,Kyleside,Bachelors,Senior,6,Data Scientist,Healthcare,Python,Medium,Onsite,"Spark, Python, Excel",AWS Certified,43842.0,60,10.0,Yes
1123,29,Female,Canada,Rileyberg,Bachelors,Senior,7,Analytics Engineer,Consulting,Scala,Small,Hybrid,"Tableau, Excel, Python",Azure Data Engineer,59008.0,48,6.3,Yes
1124,43,Other,Brazil,East Miguelmouth,Bachelors,Lead,11,Analytics Engineer,Gaming,Python,Medium,Onsite,"TensorFlow, Pandas, PyTorch",IBM Data Science,41390.0,49,5.5,Yes
1125,49,Male,UK,West Williammouth,Masters,Lead,14,Data Analyst,Gaming,Julia,Large,Remote,"SQL, NumPy, Pandas",TensorFlow Developer,66294.0,44,8.2,No
1126,45,Female,Australia,Diazburgh,Masters,Senior,7,BI Analyst,E-commerce,Scala,Medium,Onsite,"Excel, Tableau, Power BI",AWS Certified,47828.0,59,4.6,Yes
1127,48,Female,Australia,Lake Patrickfurt,PhD,Lead,20,AI Engineer,EdTech,Python,Small,Remote,"Pandas, SQL, Power BI",TensorFlow Developer,111905.0,52,6.9,Yes
1128,29,Male,Canada,East Victoriaville,Bachelors,Entry,1,Data Analyst,Healthcare,SQL,Small,Hybrid,"TensorFlow, NumPy, Spark",Microsoft Power BI,24721.0,53,6.2,Yes
1129,22,Female,India,Leeburgh,Bachelors,Lead,17,AI Engineer,Healthcare,Python,Large,Hybrid,"SQL, Spark, Excel",None,63690.0,37,6.5,No
1130,39,Male,India,Port Donnachester,Masters,Lead,16,Machine Learning Engineer,SaaS,Julia,Large,Remote,"Excel, Spark, Tableau",TensorFlow Developer,107607.0,42,7.2,No
1131,47,Male,Poland,Davisbury,PhD,Lead,18,Machine Learning Engineer,Gaming,Python,Medium,Remote,"Python, Power BI, NumPy",Google Data Analytics,940488.0,36,7.3,Yes
1132,24,Male,India,Markville,Bachelors,Lead,20,Data Scientist,SaaS,R,Medium,Onsite,"Excel, SQL, Tableau",TensorFlow Developer,72748.0,60,8.3,Yes
1133,49,Other,USA,Michaelburgh,Bachelors,Lead,17,Data Scientist,Healthcare,Julia,Small,Hybrid,"Tableau, TensorFlow, Python",TensorFlow Developer,72042.0,56,7.3,No
1134,38,Other,Australia,Port Melissa,Bachelors,Mid,3,BI Analyst,Finance,Scala,Large,Onsite,"PyTorch, Excel, TensorFlow",AWS Certified,40527.0,37,4.2,No
1135,39,Other,India,Smithport,PhD,Entry,0,Machine Learning Engineer,Gaming,Scala,Large,Onsite,"Excel, NumPy, SQL",IBM Data Science,27003.0,58,6.1,No
1136,23,Other,Poland,New Geneberg,PhD,Lead,11,Data Engineer,SaaS,Scala,Small,Onsite,"SQL, PyTorch, NumPy",None,66290.0,36,9.7,Yes
1137,54,Other,Poland,Brettview,Masters,Mid,5,Data Scientist,EdTech,Python,Small,Onsite,"Spark, Tableau, PyTorch",Microsoft Power BI,31184.0,32,4.3,No
1138,39,Female,Brazil,Lake Carolyn,Masters,Lead,15,AI Engineer,E-commerce,Scala,Small,Remote,"TensorFlow, Python, Tableau",None,65036.0,41,9.1,Yes
1139,22,Male,Australia,New Alec,Masters,Senior,7,Business Analyst,E-commerce,R,Small,Hybrid,"Python, Pandas, Spark",Azure Data Engineer,50807.0,57,5.8,Yes
1140,40,Other,Brazil,New Collinshire,PhD,Lead,15,Business Analyst,E-commerce,Scala,Large,Onsite,"Pandas, Python, Excel",Microsoft Power BI,55732.0,47,6.9,No
1141,54,Female,India,Christopherland,Masters,Lead,20,Business Analyst,Retail,R,Medium,Onsite,"SQL, Python, NumPy",Microsoft Power BI,72174.0,52,6.4,No
1142,43,Other,India,Tylerberg,Bachelors,Lead,12,Data Scientist,Retail,Scala,Large,Remote,"PyTorch, SQL, Power BI",Azure Data Engineer,62902.0,49,6.3,Yes
1143,44,Male,Australia,Derrickmouth,PhD,Senior,7,Data Engineer,Retail,SQL,Medium,Remote,"Tableau, Spark, NumPy",Azure Data Engineer,79053.0,50,8.3,Yes
1144,49,Female,Germany,Jeffreymouth,Bachelors,Lead,17,Machine Learning Engineer,Finance,Python,Medium,Onsite,"Excel, SQL, PyTorch",IBM Data Science,105010.0,44,5.1,Yes
1145,24,Male,Canada,Andreaberg,Masters,Lead,13,Business Analyst,Gaming,Julia,Large,Hybrid,"PyTorch, NumPy, TensorFlow",Microsoft Power BI,87283.0,52,7.1,No
1146,39,Female,Canada,New Kristaberg,Bachelors,Lead,13,Data Engineer,SaaS,Scala,Large,Remote,"Spark, NumPy, Excel",Microsoft Power BI,105762.0,42,8.9,Yes
1147,30,Female,Poland,Smithtown,PhD,Lead,11,Business Analyst,Healthcare,Python,Medium,Hybrid,"NumPy, Tableau, Pandas",AWS Certified,51068.0,51,9.7,Yes
1148,41,Other,UK,East Logan,PhD,Lead,13,Data Engineer,EdTech,Scala,Small,Onsite,"Python, PyTorch, Power BI",Azure Data Engineer,74532.0,59,6.1,No
1149,55,Female,USA,Lake Andrew,Bachelors,Senior,7,Data Scientist,Gaming,Scala,Small,Hybrid,"SQL, Spark, Tableau",AWS Certified,55386.0,45,6.4,No
1150,38,Other,USA,Ashleyberg,Bachelors,Lead,20,Machine Learning Engineer,Healthcare,Julia,Medium,Hybrid,"Power BI, Spark, PyTorch",None,140248.0,32,4.8,No
1151,25,Other,Poland,Walkerville,Bachelors,Mid,3,Business Analyst,Healthcare,SQL,Small,Remote,"Tableau, SQL, Python",Google Data Analytics,26608.0,53,7.2,Yes
1152,55,Female,Canada,East Cynthiamouth,PhD,Senior,8,Data Analyst,SaaS,Python,Small,Onsite,"Tableau, PyTorch, SQL",None,60583.0,37,9.3,No
1153,23,Female,India,Brockstad,Masters,Lead,20,Machine Learning Engineer,Healthcare,SQL,Medium,Hybrid,"SQL, Python, Excel",AWS Certified,65544.0,53,6.6,Yes
1154,38,Other,Brazil,South Samantha,Masters,Lead,16,Business Analyst,Finance,Scala,Medium,Hybrid,"PyTorch, NumPy, SQL",Azure Data Engineer,55560.0,48,4.1,Yes
1155,49,Female,Brazil,Paulmouth,Bachelors,Senior,10,AI Engineer,Consulting,SQL,Medium,Hybrid,"Python, Power BI, PyTorch",Microsoft Power BI,40924.0,44,9.6,No
1156,50,Female,Australia,Port Robinfort,PhD,Senior,9,BI Analyst,E-commerce,SQL,Medium,Hybrid,"Excel, Pandas, TensorFlow",AWS Certified,55708.0,39,8.3,Yes
1157,51,Female,India,North Jennifer,Masters,Lead,16,Analytics Engineer,Gaming,R,Medium,Remote,"PyTorch, NumPy, Tableau",IBM Data Science,,45,8.8,No
1158,39,Other,Poland,South David,PhD,Lead,18,Machine Learning Engineer,Consulting,Python,Large,Onsite,"NumPy, PyTorch, SQL",Azure Data Engineer,109339.0,43,5.5,Yes
1159,29,Other,Brazil,Clementsbury,Masters,Lead,19,Data Analyst,Retail,Julia,Small,Onsite,"Power BI, SQL, Excel",IBM Data Science,81228.0,32,5.7,No
1160,29,Male,Brazil,Port Kaylahaven,Bachelors,Lead,17,Data Scientist,Healthcare,Python,Small,Remote,"NumPy, Power BI, PyTorch",Azure Data Engineer,95443.0,44,10.0,Yes
1161,47,Female,Poland,Douglasmouth,PhD,Lead,11,BI Analyst,Healthcare,Julia,Medium,Onsite,"NumPy, PyTorch, TensorFlow",Google Data Analytics,55907.0,31,9.7,Yes
1162,28,Other,Brazil,Lake Robertside,Bachelors,Lead,17,Data Engineer,Retail,Julia,Large,Hybrid,"PyTorch, Power BI, NumPy",IBM Data Science,66011.0,53,8.9,Yes
1163,43,Male,Canada,South Markmouth,Bachelors,Entry,1,Data Engineer,Gaming,Julia,Large,Onsite,"NumPy, Python, TensorFlow",Microsoft Power BI,46644.0,34,8.4,Yes
1164,50,Female,Poland,Jesseborough,Masters,Senior,6,Data Scientist,Finance,Julia,Large,Remote,"Pandas, Excel, NumPy",Google Data Analytics,63450.0,33,9.1,No
1165,29,Female,Canada,Richardchester,Bachelors,Lead,13,Machine Learning Engineer,Healthcare,Julia,Large,Remote,"Pandas, Spark, Tableau",None,109501.0,41,7.3,No
1166,32,Male,Australia,Alexandershire,Masters,Entry,0,Data Scientist,EdTech,R,Medium,Remote,"SQL, Power BI, Pandas",AWS Certified,43731.0,45,9.3,No
1167,34,Male,Poland,East Benjamin,PhD,Entry,2,Analytics Engineer,Gaming,Julia,Large,Remote,"Power BI, PyTorch, Pandas",AWS Certified,46578.0,48,9.1,No
1168,38,Other,Australia,Port Christian,Masters,Lead,18,Data Scientist,EdTech,Python,Large,Hybrid,"Spark, Tableau, Power BI",Google Data Analytics,118474.0,35,5.1,No
1169,24,Other,Canada,South Rachel,Masters,Senior,10,AI Engineer,Gaming,Python,Medium,Hybrid,"Pandas, Excel, Spark",AWS Certified,82618.0,30,5.0,No
1170,25,Male,India,Martinborough,PhD,Senior,7,Analytics Engineer,Healthcare,Scala,Small,Onsite,"Python, Pandas, Excel",TensorFlow Developer,49710.0,34,9.4,Yes
1171,30,Other,Australia,Coxmouth,Bachelors,Entry,1,Machine Learning Engineer,Finance,Julia,Large,Hybrid,"Spark, SQL, Excel",Microsoft Power BI,51566.0,33,8.1,Yes
1172,50,Female,Australia,West Johnberg,Bachelors,Mid,4,Business Analyst,E-commerce,Julia,Small,Remote,"SQL, Pandas, NumPy",Google Data Analytics,41832.0,38,9.7,Yes
1173,52,Female,India,North Brandon,Bachelors,Lead,13,Analytics Engineer,EdTech,R,Large,Remote,"Tableau, PyTorch, Power BI",Microsoft Power BI,81708.0,55,7.3,No
1174,43,Female,India,West Marcfort,Bachelors,Lead,19,AI Engineer,EdTech,Python,Medium,Hybrid,"Pandas, Tableau, Spark",Azure Data Engineer,95489.0,46,4.1,No
1175,37,Other,Brazil,New Jacob,Bachelors,Lead,11,Machine Learning Engineer,Consulting,Julia,Small,Hybrid,"TensorFlow, Power BI, Pandas",Google Data Analytics,62456.0,50,8.4,Yes
1176,33,Male,Poland,Lake Nichole,PhD,Lead,16,AI Engineer,Retail,R,Large,Onsite,"Tableau, Excel, SQL",None,90460.0,31,6.2,Yes
1177,25,Other,Australia,North Carolyn,PhD,Lead,15,Data Engineer,E-commerce,SQL,Large,Onsite,"Python, Tableau, NumPy",Microsoft Power BI,108874.0,33,8.3,No
1178,37,Other,Germany,Amberstad,Bachelors,Lead,15,Machine Learning Engineer,Healthcare,Scala,Large,Remote,"Power BI, Pandas, NumPy",AWS Certified,79880.0,60,9.2,No
1179,54,Female,USA,Clarkland,Bachelors,Lead,20,Business Analyst,Healthcare,Python,Small,Remote,"Tableau, SQL, Power BI",Google Data Analytics,122484.0,41,9.9,No
1180,35,Other,USA,South Lauren,Masters,Lead,12,AI Engineer,EdTech,R,Small,Onsite,"NumPy, Power BI, Pandas",None,101758.0,47,6.7,No
1181,51,Other,Australia,East Roy,PhD,Mid,4,Machine Learning Engineer,Consulting,SQL,Medium,Onsite,"Python, TensorFlow, Tableau",Google Data Analytics,56812.0,49,7.2,Yes
1182,34,Female,Brazil,Allenmouth,Bachelors,Senior,6,AI Engineer,EdTech,Python,Medium,Hybrid,"Pandas, TensorFlow, NumPy",None,48694.0,36,6.0,Yes
1183,33,Male,India,Deanmouth,PhD,Mid,4,Data Scntist,Retail,Julia,Medium,Hybrid,"Excel, TensorFlow, Tableau",Google Data Analytics,26010.0,53,9.1,No
1184,37,Male,India,North Elizabethchester,Masters,Entry,2,Data Engineer,E-commerce,Python,Large,Remote,"Spark, TensorFlow, Tableau",Azure Data Engineer,38829.0,52,8.7,No
1185,55,Other,USA,Johnsonburgh,Masters,Senior,8,Business Analyst,Healthcare,R,Small,Hybrid,"NumPy, Python, Power BI",Azure Data Engineer,52294.0,54,7.6,No
1186,29,Male,Brazil,Rachelchester,Bachelors,Mid,5,BI Analyst,Finance,Python,Large,Remote,"Tableau, Power BI, TensorFlow",Microsoft Power BI,,34,7.6,No
1187,25,Other,Brazil,New Kennethchester,Bachelors,Lead,18,AI Engineer,Consulting,R,Small,Onsite,"Power BI, TensorFlow, Python",Microsoft Power BI,72604.0,51,4.1,Yes
1188,27,Female,UK,Jonathanton,PhD,Lead,11,Data Scientist,EdTech,Scala,Small,Remote,"NumPy, SQL, Pandas",TensorFlow Developer,63698.0,54,7.3,No
1189,33,Other,Australia,Lake Jenniferbury,PhD,Senior,10,AI Engineer,Consulting,SQL,Large,Remote,"TensorFlow, Power BI, PyTorch",None,96703.0,60,9.6,Yes
1190,55,Other,Canada,Nelsonside,Masters,Senior,10,Business Analyst,Gaming,SQL,Large,Onsite,"Tableau, TensorFlow, Excel",TensorFlow Developer,71091.0,41,4.8,No
1191,35,Other,Brazil,Alexismouth,Bachelors,Lead,20,Machine Learning Engineer,Gaming,R,Medium,Onsite,"Power BI, NumPy, Excel",TensorFlow Developer,86048.0,40,6.3,No
1192,37,Male,India,Smithshire,PhD,Lead,19,Analytics Engineer,Consulting,SQL,Small,Onsite,"Pandas, Spark, PyTorch",Google Data Analytics,90890.0,41,6.2,Yes
1193,54,Female,Australia,East Christinafurt,Bachelors,Senior,8,AI Engineer,Retail,SQL,Small,Hybrid,"NumPy, TensorFlow, PyTorch",Microsoft Power BI,55200.0,45,8.6,Yes
1194,36,Other,Canada,Marcchester,Masters,Mid,4,Machine Learning Engineer,Finance,Julia,Large,Hybrid,"SQL, Tableau, Power BI",None,61448.0,30,4.6,No
1195,46,Female,Brazil,Port Williamstad,Bachelors,Lead,13,AI Engineer,Consulting,Python,Small,Onsite,"TensorFlow, Power BI, PyTorch",None,53122.0,52,9.6,No
1196,29,Female,India,Clarkville,Bachelors,Lead,16,Analytics Engineer,Healthcare,Python,Medium,Onsite,"NumPy, PyTorch, Python",None,55936.0,54,4.4,Yes
1197,50,Female,USA,East Marie,Masters,Senior,7,Data Analyst,Healthcare,SQL,Large,Onsite,"TensorFlow, SQL, PyTorch",Azure Data Engineer,74042.0,35,7.4,Yes
1198,51,Other,Poland,North Zacharyville,Bachelors,Senior,8,Data Scientist,Finance,Scala,Small,Onsite,"NumPy, Pandas, Spark",Google Data Analytics,50981.0,46,9.2,No
1199,51,Female,Canada,Port Mariahaven,PhD,Lead,17,Data Scntist,EdTech,Python,Medium,Remote,"Spark, PyTorch, Pandas",Microsoft Power BI,133083.0,39,7.3,Yes
1200,51,Male,Australia,West Davidfort,PhD,Lead,12,Data Analyst,EdTech,R,Medium,Remote,"Python, Pandas, Tableau",IBM Data Science,73466.0,30,5.4,No
1201,53,Male,USA,West Mario,PhD,Mid,4,BI Analyst,Healthcare,Julia,Large,Remote,"Tableau, TensorFlow, Pandas",TensorFlow Developer,79860.0,33,7.8,Yes
1202,22,Male,India,New Nicholaston,PhD,Senior,9,Data Engineer,Consulting,Julia,Small,Hybrid,"Tableau, NumPy, Spark",None,52132.0,32,7.7,Yes
1203,38,Female,Brazil,Mckeestad,Masters,Entry,1,Data Analyst,Healthcare,R,Large,Onsite,"Power BI, Spark, Tableau",TensorFlow Developer,,38,8.8,No
1204,39,Other,India,Natalieborough,Bachelors,Mid,3,Data Scientist,E-commerce,SQL,Large,Onsite,"Excel, NumPy, Pandas",Microsoft Power BI,23601.0,51,5.9,Yes
1205,36,Male,Australia,South Sarah,PhD,Lead,17,Machine Learning Engineer,EdTech,Julia,Large,Remote,"PyTorch, Power BI, Python",Google Data Analytics,130816.0,31,7.0,Yes
1206,31,Male,India,Garciaside,PhD,Entry,0,Data Analyst,E-commerce,SQL,Small,Hybrid,"PyTorch, Spark, Tableau",Azure Data Engineer,11331.0,39,8.7,No
1207,33,Female,Germany,East Jennifermouth,Masters,Entry,2,BI Analyst,Consulting,Julia,Large,Onsite,"Python, TensorFlow, Tableau",IBM Data Science,42444.0,50,9.1,No
1208,30,Female,Brazil,Lindaside,Masters,Lead,20,BI Analyst,Gaming,Julia,Small,Remote,"Excel, Python, SQL",Google Data Analytics,61792.0,39,5.4,Yes
1209,44,Male,USA,Gonzalezview,Bachelors,Lead,12,Business Analyst,E-commerce,Python,Small,Onsite,"Excel, TensorFlow, Power BI",Google Data Analytics,59895.0,45,6.1,No
1210,36,Other,Poland,South Christineshire,PhD,Lead,17,Data Engineer,EdTech,SQL,Large,Remote,"SQL, Python, Power BI",IBM Data Science,117938.0,40,9.8,Yes
1211,24,Other,USA,Ryanchester,Masters,Lead,14,Analytics Engineer,Consulting,Python,Small,Remote,"PyTorch, SQL, Pandas",Google Data Analytics,79832.0,41,8.3,Yes
1212,45,Female,UK,Barnettside,Masters,Entry,2,Data Analyst,Gaming,R,Medium,Hybrid,"Power BI, Python, Excel",Azure Data Engineer,36118.0,53,9.2,No
